snpId,GeneID,GeneSymbol,Disease,Rank,Reps,HighHits,Rules,RankOrder,chromosome,position,variant_consequence_type,Severity,Shape,BPfull,SeverityPlot,Label
rs63750815,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73170974,missense variant,Moderate,19,2179953047,3,""
rs63750852,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73170998,missense variant,Moderate,19,2179953071,3,""
rs63750886,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73198072,missense variant,Moderate,19,2179980145,3,""
rs63750888,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192828,missense variant,Moderate,19,2179974901,3,""
rs63750900,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73198067,missense variant,Moderate,19,2179980140,3,""
rs63750907,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173667,missense variant,Moderate,19,2179955740,3,""
rs63750929,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73217177,missense variant,Moderate,19,2179999250,3,""
rs63751024,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192793,missense variant,Moderate,19,2179974866,3,""
rs63751037,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173642,missense variant,Moderate,19,2179955715,3,""
rs63751071,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173656,missense variant,Moderate,19,2179955729,3,""
rs63751106,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173643,missense variant,Moderate,19,2179955716,3,""
rs63751141,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73170984,missense variant,Moderate,19,2179953057,3,""
rs63751163,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192844,missense variant,Moderate,19,2179974917,3,""
rs63751223,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73219161,missense variant,Moderate,19,2180001234,3,""
rs63751254,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73217210,missense variant,Moderate,19,2179999283,3,""
rs63751273,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,46010389,missense variant,Moderate,19,2436837111,3,""
rs63751287,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73192792,missense variant,Moderate,19,2179974865,3,""
rs63751438,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,46010388,missense variant,Moderate,19,2436837110,3,""
rs638944,1718,DHCR24,Alzheimer's Disease,4441,10,41.7,1621.3,444.1,1,54876242,intron variant,Modifier,19,54876242,2,""
rs639012,8301,PICALM,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,85970540,intron variant,Modifier,19,1831750806,2,""
rs641120,6653,SORL1,Alzheimer's Disease,3418,10,77.1,1152.4,341.8,11,121510256,intron variant,Modifier,19,1867290522,2,""
rs6431219,274,BIN1,Alzheimer's Disease,5584,10,58.7,768.4,558.4,2,127104557,intron variant,Modifier,19,374523577,2,""
rs6438552,2932,GSK3B,Alzheimer's Disease,197,10,208.9,3569,19.7,3,119912967,intron variant,Modifier,8,600603751,2,""
rs6438552,2932,GSK3B,Parkinson Disease,581,10,222.6,3461.8,58.1,3,119912967,intron variant,Modifier,8,600603751,2,""
rs6461569,6671,SP4,Alzheimer's Disease,7520,10,39.3,771.6,752,7,21496158,intron variant,Modifier,19,1206289446,2,""
rs6465122,7784,ZP3,Parkinson Disease,9236,10,45.9,301.5,923.6,7,76411547,intron variant,Modifier,19,1261204835,2,""
rs6489630,4908,NTF3,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,12,5495458,intron variant,Modifier,19,1874336449,2,""
rs6498160,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11105590,intron variant,Modifier,19,2312012468,2,""
rs6498168,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11141273,intron variant,Modifier,19,2312048151,2,""
rs6498169,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11155472,non coding transcript exon variant,Modifier,19,2312062350,2,""
rs6498184,116028,RMI2,Multiple Sclerosis,1118,9,55,947.666666666667,124.222222222222,16,11342133,non coding transcript exon variant,Modifier,19,2312249011,2,""
rs6504163,,"",Alzheimer's Disease,12224.5,10,26.2,362.8,1222.45,17,63468418,upstream gene variant,Modifier,19,2454295140,2,""
rs653765,102,ADAM10,Alzheimer's Disease,13988,8,10.125,107.75,1748.5,15,58749813,upstream gene variant,Modifier,19,2270327917,2,""
rs6584777,114815,SORCS1,Alzheimer's Disease,11184,8,16.25,524.375,1398,10,107004256,intron variant,Modifier,19,1726738375,2,""
rs659445,10919,EHMT2,Multiple Sclerosis,4435,10,25.8,209.2,443.5,6,31896527,intron variant,Modifier,19,1053961792,2,""
rs661,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73217225,missense variant,Moderate,19,2179999298,3,""
rs66737902,120892,LRRK2,Parkinson Disease,2534,10,110.9,1240.4,253.4,12,40367861,3 prime UTR variant,Modifier,19,1909208852,2,""
rs6677309,965,CD58,Multiple Sclerosis,756,7,45.1428571428572,1747.28571428571,108,1,116537544,intron variant,Modifier,19,116537544,2,""
rs668387,6653,SORL1,Alzheimer's Disease,3418,10,77.1,1152.4,341.8,11,121497212,intron variant,Modifier,19,1867277478,2,""
rs669,2,A2M,Alzheimer's Disease,3056,10,41.7,1253.1,305.6,12,9079672,missense variant,Moderate,8,1877920663,3,""
rs669,2,A2M,Parkinson Disease,2824,10,60.7,1081,282.4,12,9079672,missense variant,Moderate,8,1877920663,3,""
rs670,335,APOA1,Parkinson Disease,3494,8,58.875,1712,436.75,11,116837697,5 prime UTR variant,Modifier,19,1862617963,2,""
rs671,217,ALDH2,Parkinson Disease,816,10,89,3071.3,81.6,12,111803962,missense variant,Moderate,19,1980644953,3,""
rs6714710,7535,ZAP70,Alzheimer's Disease,13367,10,32.5,223,1336.7,2,97728623,intron variant,Modifier,19,345147643,2,""
rs67460515,165679,SPTSSB,Parkinson Disease,8978,8,24.75,539.25,1122.25,3,161350778,intron variant,Modifier,19,642041562,2,""
rs6749704,6364,CCL20,Multiple Sclerosis,1563,6,20.8333333333333,1769.5,260.5,2,227813126,intron variant,Modifier,19,475232146,2,""
rs676733,8301,PICALM,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,86022967,intron variant,Modifier,19,1831803233,2,""
rs677909,8301,PICALM,Alzheimer's Disease,14956,10,26.2,176.2,1495.6,11,86046547,intron variant,Modifier,19,1831826813,2,""
rs678849,4985,OPRD1,Alzheimer's Disease,4539,8,33.25,1748.625,567.375,1,28818676,intron variant,Modifier,19,28818676,2,""
rs6790,60674,GAS5,Multiple Sclerosis,2609,8,11.25,1318,326.125,1,173865494,non coding transcript exon variant,Modifier,19,173865494,2,""
rs6808835,9034,CCRL2,Alzheimer's Disease,16388,10,26.2,176.2,1638.8,3,46408373,synonymous variant,Low,19,527099157,1,""
rs6821591,10891,PPARGC1A,Parkinson Disease,2107,10,86,2313.4,210.7,4,23795377,3 prime UTR variant,Modifier,19,700060484,2,""
rs6881706,3575,IL7R,Multiple Sclerosis,2094,8,21.25,1352.875,261.75,5,35879054,3 prime UTR variant,Modifier,19,881317572,2,""
rs689021,6653,SORL1,Alzheimer's Disease,3418,10,77.1,1152.4,341.8,11,121500411,intron variant,Modifier,19,1867280677,2,""
rs6890695,51735,RAPGEF6,Alzheimer's Disease,13367,10,32.5,223,1336.7,5,131552731,intron variant,Modifier,19,976991249,2,""
rs6897932,3575,IL7R,Multiple Sclerosis,1250,8,21.25,1352.875,156.25,5,35874473,missense variant,Moderate,19,881312991,3,""
rs6906846,3106,HLA-B,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,31277959,non coding transcript exon variant,Modifier,19,1053343224,2,""
rs6908425,54901,CDKAL1,Multiple Sclerosis,4025.5,7,19.4285714285714,183.857142857143,575.071428571429,6,20728500,intron variant,Modifier,19,1042793765,2,""
rs699,183,AGT,Multiple Sclerosis,394,8,55.125,1234.5,49.25,1,230710048,missense variant,Moderate,19,230710048,3,""
rs6998837,79660,PPP1R3B,Alzheimer's Disease,9942,9,22.8888888888889,768.888888888889,1104.66666666667,8,9143171,intron variant,Modifier,19,1349246435,2,""
rs699947,7422,VEGFA,Alzheimer's Disease,1111,8,61,3290.875,138.875,6,43768652,upstream gene variant,Modifier,8,1065833917,2,""
rs699947,7422,VEGFA,Parkinson Disease,1159,10,112.3,3047.1,115.9,6,43768652,upstream gene variant,Modifier,8,1065833917,2,""
rs6999855,79660,PPP1R3B,Alzheimer's Disease,9942,9,22.8888888888889,768.888888888889,1104.66666666667,8,9144055,intron variant,Modifier,19,1349247319,2,""
rs7011581,79660,PPP1R3B,Alzheimer's Disease,9942,9,22.8888888888889,768.888888888889,1104.66666666667,8,9142955,intron variant,Modifier,19,1349246219,2,""
rs704180,10060,ABCC9,Alzheimer's Disease,5448,10,44.3,1077.3,544.8,12,21841177,intron variant,Modifier,19,1890682168,2,""
rs7101429,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78281921,intron variant,Modifier,19,1824062187,2,""
rs7115850,9846,GAB2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,11,78334025,intron variant,Modifier,19,1824114291,2,""
rs7133914,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40309109,missense variant,Moderate,8,1909150100,3,""
rs7133914,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40309109,missense variant,Moderate,8,1909150100,3,""
rs714948,5817,PVR,Alzheimer's Disease,13141,8,10.125,294.5,1642.625,19,44662645,3 prime UTR variant,Modifier,19,2585479673,2,""
rs71653619,11315,PARK7,Parkinson Disease,283,10,258.5,4637.8,28.3,1,7970934,missense variant,Moderate,19,7970934,3,""
rs7175766,83660,TLN2,Alzheimer's Disease,13367,10,32.5,223,1336.7,15,62756146,intron variant,Modifier,19,2274334250,2,""
rs718265,1718,DHCR24,Alzheimer's Disease,7625,10,41.7,1621.3,762.5,1,54854229,synonymous variant,Low,19,54854229,1,""
rs7184083,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11134057,intron variant,Modifier,19,2312040935,2,""
rs7191700,116028,RMI2,Multiple Sclerosis,1118,9,55,947.666666666667,124.222222222222,16,11312946,intron variant,Modifier,19,2312219824,2,""
rs7200786,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11083944,intron variant,Modifier,19,2311990822,2,""
rs7215239,104909134,LINC02210-CRHR1,Parkinson Disease,13368.5,10,10.6,106.2,1336.85,17,45690407,intron variant,Modifier,19,2436517129,2,""
rs7224296,4905,NSF,Parkinson Disease,11087,10,33.7,220.1,1108.7,17,46722680,intron variant,Modifier,19,2437549402,2,""
rs723744,7276,TTR,Alzheimer's Disease,3653,8,55.25,1704,456.625,18,31592513,intron variant,Modifier,19,2497123997,2,""
rs7238078,10892,MALT1,Multiple Sclerosis,3296.5,8,14.25,784,412.0625,18,58716960,intron variant,Modifier,19,2524248444,2,""
rs72470544,27429,HTRA2,Alzheimer's Disease,5778.5,9,35.3333333333333,661.888888888889,642.055555555556,2,74530427,missense variant,Moderate,8,321949447,3,""
rs72470544,27429,HTRA2,Parkinson Disease,4406,10,45.3,686.7,440.6,2,74530427,missense variant,Moderate,8,321949447,3,""
rs72470545,27429,HTRA2,Alzheimer's Disease,5778.5,9,35.3333333333333,661.888888888889,642.055555555556,2,74532698,missense variant,Moderate,8,321951718,3,""
rs72470545,27429,HTRA2,Parkinson Disease,4406,10,45.3,686.7,440.6,2,74532698,missense variant,Moderate,8,321951718,3,""
rs72480422,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,161785805,missense variant,Moderate,19,1183851070,3,""
rs7251911,79760,GEMIN7,Alzheimer's Disease,13367,10,32.5,223,1336.7,19,45079144,intron variant,Modifier,19,2585896172,2,""
rs72554080,26058,GIGYF2,Parkinson Disease,9015,10,33.7,220.1,901.5,2,232747740,missense variant,Moderate,19,480166760,3,""
rs725613,23274,CLEC16A,Multiple Sclerosis,3793,8,18.125,353.5,474.125,16,11075826,intron variant,Modifier,19,2311982704,2,""
rs72796353,64127,NOD2,Parkinson Disease,11087,10,33.7,220.1,1108.7,16,50712383,3 prime UTR variant,Modifier,19,2351619261,2,""
rs72838215,274,BIN1,Alzheimer's Disease,5584,10,58.7,768.4,558.4,2,127104478,intron variant,Modifier,19,374523498,2,""
rs72973581,10347,ABCA7,Alzheimer's Disease,7075,10,28.4,606.1,707.5,19,1043104,missense variant,Moderate,19,2541860132,3,""
rs7303876,9194,SLC16A7,Alzheimer's Disease,13367,10,32.5,223,1336.7,12,59741431,intron variant,Modifier,19,1928582422,2,""
rs730437,1956,EGFR,Alzheimer's Disease,246,8,112.875,7500.25,30.75,7,55147325,intron variant,Modifier,19,1239940613,2,""
rs73045691,,"",Alzheimer's Disease,6807,10,45.8,873.1,680.7,19,44937272,upstream gene variant,Modifier,19,2585754300,2,""
rs73052335,341,APOC1,Alzheimer's Disease,5694,10,41.7,1253.1,569.4,19,44916825,intron variant,Modifier,19,2585733853,2,""
rs73069071,3375,IAPP,Alzheimer's Disease,7706,10,39.5,827.3,770.6,12,21357370,intron variant,Modifier,19,1890198361,2,""
rs7308720,120892,LRRK2,Alzheimer's Disease,746,10,95.8,1281.2,74.6,12,40263898,missense variant,Moderate,8,1909104889,3,""
rs7308720,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40263898,missense variant,Moderate,8,1909104889,3,""
rs730882053,65018,PINK1,Parkinson Disease,1540,10,44.3,1178.5,154,1,20644512,stop gained,High,19,20644512,4,""
rs732774,540,ATP7B,Alzheimer's Disease,1106,10,72,1232.9,110.6,13,51949672,missense variant,Moderate,19,2045644453,3,""
rs732833,1621,DBH,Parkinson Disease,12778,10,10,300.3,1277.8,9,133655540,non coding transcript exon variant,Modifier,19,1616371627,2,""
rs733724,57531,HACE1,Multiple Sclerosis,3287,10,25.8,400.3,328.7,6,104775989,intron variant,Modifier,19,1126841254,2,""
rs735555,8851,CDK5R1,Parkinson Disease,7946,8,22.25,1036.5,993.25,17,32490432,3 prime UTR variant,Modifier,19,2423317154,2,""
rs73656147,54886,PLPPR1,Parkinson Disease,11087,10,33.7,220.1,1108.7,9,101115169,intron variant,Modifier,19,1583831256,2,""
rs7374,1718,DHCR24,Alzheimer's Disease,4441,10,41.7,1621.3,444.1,1,54850649,3 prime UTR variant,Modifier,19,54850649,2,""
rs7382297,3106,HLA-B,Multiple Sclerosis,2708,6,13.5,869.666666666667,451.333333333333,6,31279290,intron variant,Modifier,19,1053344555,2,""
rs7396366,161,AP2A2,Alzheimer's Disease,13271,10,13.1,598.7,1327.1,11,986185,intron variant,Modifier,19,1746766451,2,""
rs74163686,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40309225,missense variant,Moderate,19,1909150216,3,""
rs741810,2521,FUS,Parkinson Disease,8078.5,9,40.1111111111111,995.444444444444,897.611111111111,16,31182621,synonymous variant,Low,19,2332089499,1,""
rs742869,384,ARG2,Alzheimer's Disease,6937,10,58.7,583.8,693.7,14,67646576,non coding transcript exon variant,Modifier,19,2174428649,2,""
rs74315351,11315,PARK7,Parkinson Disease,283,10,258.5,4637.8,28.3,1,7962863,missense variant,Moderate,19,7962863,3,""
rs74315352,11315,PARK7,Parkinson Disease,283,10,258.5,4637.8,28.3,1,7984930,missense variant,Moderate,19,7984930,3,""
rs74315355,65018,PINK1,Parkinson Disease,3193,10,44.3,1178.5,319.3,1,20644639,missense variant,Moderate,19,20644639,3,""
rs74315356,65018,PINK1,Parkinson Disease,1540,10,44.3,1178.5,154,1,20649054,stop gained,High,19,20649054,4,""
rs74315359,65018,PINK1,Parkinson Disease,3193,10,44.3,1178.5,319.3,1,20644651,missense variant,Moderate,19,20644651,3,""
rs74315408,5621,PRNP,Alzheimer's Disease,2036,6,55,1541.33333333333,339.333333333333,20,4699758,missense variant,Moderate,19,2596742007,3,""
rs74315452,6647,SOD1,Alzheimer's Disease,687.5,9,80.6666666666667,2315.88888888889,76.3888888888889,21,31667356,missense variant,Moderate,19,2687452235,3,""
rs745557509,23636,NUP62,Alzheimer's Disease,11665.5,8,10.125,294.5,1458.1875,19,49909768,missense variant,Moderate,19,2590726796,3,""
rs745957339,7345,UCHL1,Parkinson Disease,2857.5,9,70.5555555555556,1418.33333333333,317.5,4,41257617,missense variant,Moderate,19,717522724,3,""
rs746534025,4908,NTF3,Alzheimer's Disease,16388,10,26.2,176.2,1638.8,12,5494445,synonymous variant,Low,19,1874335436,1,""
rs746682028,627,BDNF,Parkinson Disease,2368,9,39.5555555555556,2233.55555555556,263.111111111111,11,27658414,missense variant,Moderate,19,1773438680,3,""
rs747105516,5723,PSPH,Alzheimer's Disease,3946,10,58.7,583.8,394.6,7,56015139,missense variant,Moderate,19,1240808427,3,""
rs747306346,6653,SORL1,Alzheimer's Disease,1450,10,77.1,1152.4,145,11,121589385,missense variant,Moderate,19,1867369651,3,""
rs747338046,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40225142,missense variant,Moderate,19,1909066133,3,""
rs747604554,2177,FANCD2,Alzheimer's Disease,3120,8,20.25,800.625,390,3,10065441,frameshift variant,High,19,490756225,4,""
rs747760223,3921,RPSA,Parkinson Disease,4289,7,49.7142857142857,695.857142857143,612.714285714286,3,39412034,missense variant,Moderate,19,520102818,3,""
rs748343847,65018,PINK1,Parkinson Disease,3193,10,44.3,1178.5,319.3,1,20633708,missense variant,Moderate,19,20633708,3,""
rs749007910,8934,RAB29,Parkinson Disease,7467,8,11.75,561.125,933.375,1,205770763,missense variant,Moderate,19,205770763,3,""
rs7493,5445,PON2,Alzheimer's Disease,4436,9,48.4444444444445,700,492.888888888889,7,95405463,missense variant,Moderate,19,1280198751,3,""
rs749437638,1312,COMT,Parkinson Disease,4090,10,55.2,651.4,409,22,19968597,missense variant,Moderate,19,2721291356,3,""
rs751473385,5309,PITX3,Parkinson Disease,10850,10,28.3,605.9,1085,10,102231690,synonymous variant,Low,19,1721965809,1,""
rs75148313,120892,LRRK2,Parkinson Disease,1431,10,110.9,1240.4,143.1,12,40295466,missense variant,Moderate,19,1909136457,3,""
rs7517357,11315,PARK7,Parkinson Disease,463,10,258.5,4637.8,46.3,1,7965215,intron variant,Modifier,19,7965215,2,""
rs751937417,2521,FUS,Parkinson Disease,4241.5,9,40.1111111111111,995.444444444444,471.277777777778,16,31190282,missense variant,Moderate,19,2332097160,3,""
rs7521,4137,MAPT,Alzheimer's Disease,5642,9,50.6666666666667,953.333333333333,626.888888888889,17,46028029,3 prime UTR variant,Modifier,8,2436854751,2,""
rs7521,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,46028029,3 prime UTR variant,Modifier,8,2436854751,2,""
rs752361848,351,APP,Parkinson Disease,1614,6,65.5,2266.83333333333,269,21,25897617,missense variant,Moderate,19,2681682496,3,""
rs752759936,283,ANG,Parkinson Disease,6034,10,62.1,1485.5,603.4,14,20693594,synonymous variant,Low,19,2127475667,1,""
rs753269867,7057,THBS1,Multiple Sclerosis,936,6,37,1304.66666666667,156,15,39582202,missense variant,Moderate,19,2251160306,3,""
rs7538427,2959,GTF2B,Multiple Sclerosis,1693,6,32.3333333333333,1163.33333333333,282.166666666667,1,88873739,intron variant,Modifier,19,88873739,2,""
rs754604402,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,162262743,missense variant,Moderate,19,1184328008,3,""
rs755206701,3383,ICAM1,Parkinson Disease,34,10,395.9,10601.7,3.4,19,10284610,missense variant,Moderate,19,2551101638,3,rs755206701
rs75627662,,"",Alzheimer's Disease,9152,10,36.6666666666667,1191,915.2,19,44910319,non coding transcript exon variant,Modifier,19,2585727347,2,""
rs758324,96459,FNIP1,Alzheimer's Disease,11337,8,17.5,648.5,1417.125,5,131773852,intron variant,Modifier,19,977212370,2,""
rs758847245,27235,COQ2,Parkinson Disease,4787,10,69,414.4,478.7,4,83267696,missense variant,Moderate,19,759532803,3,""
rs759834365,627,BDNF,Parkinson Disease,2368,9,39.5555555555556,2233.55555555556,263.111111111111,11,27658456,missense variant,Moderate,19,1773438722,3,""
rs760678,4739,NEDD9,Alzheimer's Disease,7962.5,9,37.7777777777778,713.888888888889,884.722222222222,6,11334421,intron variant,Modifier,8,1033399686,2,""
rs760678,4739,NEDD9,Parkinson Disease,6360,10,53.6,675.2,636,6,11334421,intron variant,Modifier,8,1033399686,2,""
rs761059,7329,UBE2I,Alzheimer's Disease,7547.5,9,25.2222222222222,1323.55555555556,838.611111111111,16,1324523,intron variant,Modifier,19,2302231401,2,""
rs762046989,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,45971867,missense variant,Moderate,19,2436798589,3,""
rs763059810,7852,CXCR4,Multiple Sclerosis,199,7,54.5714285714286,2248.57142857143,28.4285714285714,2,136115750,missense variant,Moderate,8,383534770,3,""
rs763059810,7852,CXCR4,Parkinson Disease,797,10,107,2235.1,79.7,2,136115750,missense variant,Moderate,8,383534770,3,""
rs763442293,6868,ADAM17,Alzheimer's Disease,1608,10,45.8,1426.9,160.8,2,9527875,missense variant,Moderate,19,256946895,3,""
rs763459583,4137,MAPT,Alzheimer's Disease,3045.5,9,50.6666666666667,953.333333333333,338.388888888889,17,45987045,missense variant,Moderate,19,2436813767,3,""
rs7640612,56922,MCCC1,Parkinson Disease,9265,10,33.1,414.2,926.5,3,183025479,intron variant,Modifier,19,663716263,2,""
rs764254110,627,BDNF,Parkinson Disease,2368,9,39.5555555555556,2233.55555555556,263.111111111111,11,27658495,missense variant,Moderate,19,1773438761,3,""
rs764931115,207,AKT1,Parkinson Disease,452,10,140.9,4333.1,45.2,14,104780148,missense variant,Moderate,19,2211562221,3,""
rs765137997,7416,VDAC1,Parkinson Disease,4676,7,33.7142857142857,783.714285714286,668,5,133992339,missense variant,Moderate,19,979430857,3,""
rs765151049,6541,SLC7A1,Parkinson Disease,6430.5,8,24.75,735.125,803.8125,13,29536029,missense variant,Moderate,19,2023230810,3,""
rs765670175,5663,PSEN1,Alzheimer's Disease,2200,10,45.8,1243.3,220,14,73173646,missense variant,Moderate,19,2179955719,3,""
rs765943892,27429,HTRA2,Parkinson Disease,4406,10,45.3,686.7,440.6,2,74530112,missense variant,Moderate,19,321949132,3,""
rs766020740,1312,COMT,Alzheimer's Disease,6265.5,9,31.2222222222222,673.555555555556,696.166666666667,22,19963644,missense variant,Moderate,19,2721286403,3,""
rs766316400,23263,MCF2L,Parkinson Disease,8725.5,10,17.7,500.7,872.55,13,113087292,missense variant,Moderate,19,2106782073,3,""
rs766402526,11332,ACOT7,Alzheimer's Disease,9437.5,10,26.2,362.8,943.75,1,6339505,missense variant,Moderate,19,6339505,3,""
rs7665090,4126,MANBA,Multiple Sclerosis,3813,8,23.75,301.5,476.625,4,102630446,downstream gene variant,Modifier,19,778895553,2,""
rs766552045,27235,COQ2,Parkinson Disease,4787,10,69,414.4,478.7,4,83284854,missense variant,Moderate,19,759549961,3,""
rs766662990,6352,CCL5,Parkinson Disease,1350,9,71.7777777777778,2284.55555555556,150,17,35878529,missense variant,Moderate,19,2426705251,3,""
rs766948045,5071,PRKN,Parkinson Disease,7704,9,11,998.777777777778,856,6,161569381,missense variant,Moderate,19,1183634646,3,""
rs767057,4137,MAPT,Parkinson Disease,5440,10,63.6,815,544,17,45921456,intron variant,Modifier,19,2436748178,2,""
rs767543900,4137,MAPT,Parkinson Disease,3388,10,63.6,815,338.8,17,45971879,missense variant,Moderate,19,2436798601,3,""
rs767626566,1809,DPYSL3,Alzheimer's Disease,4622,10,39.5,827.3,462.2,5,147401567,missense variant,Moderate,19,992840085,3,""
rs767649,406947,MIR155,Multiple Sclerosis,1395,10,51.7,758.8,139.5,21,25572410,intron variant,Modifier,19,2681357289,2,""
rs767830104,7852,CXCR4,Parkinson Disease,797,10,107,2235.1,79.7,2,136115399,missense variant,Moderate,19,383534419,3,""
rs7684318,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89733852,intron variant,Modifier,19,765998959,2,""
rs768623239,2944,GSTM1,Multiple Sclerosis,242,10,97.4,940.7,24.2,1,109689278,missense variant,Moderate,19,109689278,3,""
rs76904798,120892,LRRK2,Alzheimer's Disease,1778,10,95.8,1281.2,177.8,12,40220632,intron variant,Modifier,8,1909061623,2,""
rs76904798,120892,LRRK2,Parkinson Disease,2534,10,110.9,1240.4,253.4,12,40220632,intron variant,Modifier,8,1909061623,2,""
rs769397961,1636,ACE,Alzheimer's Disease,9437.5,10,26.2,362.8,943.75,17,63488758,missense variant,Moderate,19,2454315480,3,""
rs769491680,4035,LRP1,Alzheimer's Disease,891,10,74.6,1879.7,89.1,12,57156809,missense variant,Moderate,19,1925997800,3,""
rs769519959,3337,DNAJB1,Parkinson Disease,3424,7,50.4285714285714,1467,489.142857142857,19,14516877,missense variant,Moderate,19,2555333905,3,""
rs769564038,11332,ACOT7,Alzheimer's Disease,9437.5,10,26.2,362.8,943.75,1,6339568,missense variant,Moderate,19,6339568,3,""
rs769851761,4137,MAPT,Parkinson Disease,3388,10,63.6,815,338.8,17,46024136,missense variant,Moderate,19,2436850858,3,""
rs770030911,20,ABCA2,Alzheimer's Disease,10378,10,13.1,598.7,1037.8,9,137016400,missense variant,Moderate,19,1619732487,3,""
rs770547722,2643,GCH1,Parkinson Disease,4066,10,51.4,719.8,406.6,14,54902425,missense variant,Moderate,19,2161684498,3,""
rs7708392,10318,TNIP1,Multiple Sclerosis,1776,7,30.5714285714286,1327.71428571429,253.714285714286,5,151077924,intron variant,Modifier,19,996516442,2,""
rs774005786,11315,PARK7,Parkinson Disease,283,10,258.5,4637.8,28.3,1,7970951,missense variant,Moderate,19,7970951,3,""
rs774471127,27352,SGSM3,Alzheimer's Disease,8040,10,32.5,409.6,804,22,40407252,missense variant,Moderate,19,2741730011,3,""
rs774647122,65018,PINK1,Parkinson Disease,3193,10,44.3,1178.5,319.3,1,20645703,missense variant,Moderate,19,20645703,3,""
rs775144154,6573,SLC19A1,Alzheimer's Disease,529,10,85.1,1812.3,52.9,21,45531904,missense variant,Moderate,8,2701316783,3,""
rs775144154,6573,SLC19A1,Parkinson Disease,1212,10,103.8,1604.4,121.2,21,45531904,missense variant,Moderate,8,2701316783,3,""
rs775174756,4729,NDUFV2,Parkinson Disease,9450,10,11.6,594.2,945,18,9126877,missense variant,Moderate,19,2474658361,3,""
rs7755,948,CD36,Alzheimer's Disease,5569,7,23.2857142857143,2110.57142857143,795.571428571429,7,80676955,3 prime UTR variant,Modifier,19,1265470243,2,""
rs776442314,6609,SMPD1,Parkinson Disease,2473,10,86.7,926.9,247.3,11,6393272,missense variant,Moderate,19,1752173538,3,""
rs7768046,2534,FYN,Alzheimer's Disease,2373,9,71.1111111111111,1584.77777777778,263.666666666667,6,111858729,intron variant,Modifier,19,1133923994,2,""
rs776943620,1636,ACE,Alzheimer's Disease,9437.5,10,26.2,362.8,943.75,17,63477287,missense variant,Moderate,19,2454304009,3,""
rs777296100,6622,SNCA,Parkinson Disease,1913,10,77.9,3029.6,191.3,4,89725318,3 prime UTR variant,Modifier,19,765990425,2,""
rs778250646,351,APP,Parkinson Disease,1614,6,65.5,2266.83333333333,269,21,26112008,missense variant,Moderate,19,2681896887,3,""
